주키 값,대표제목,대체제목,작성자,편찬자,발신자,주제,자료유형,식별자,발행자,발행일,생성일,갱신일,원자료 발행일,원자료 생성일,사건 발생일,초록,목차정보,파일형식,부분자료,의존자료,단위,파일경로,메타데이터센터명
"COMMT00001","구경 9밀리 권총 명치26년식","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00001","","20041018","20041110","20040915","","20041019","","● 한문 : 明治二十六年式拳銃
● 시대 : 현대
● 유형 : 권총
● 제원 : 길이 230mm, 무게 927g, 제작국 일본
● 재질 : 금속
● 참고문헌 : 육군 무기체계 50년 발전사, http://www.smpa.go.kr, http://www.horae.dti.ne.jp/~fuwe1a","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0001.jpg","WMK"
"COMMT00002","구경 7.62밀리 권총 나간트 리볼버 38식","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00002","","20041018","20041110","","","20041019","","● 영문 : M 1895 Nagant Revolver
● 시대 : 현대
● 유형 : 권총
● 제원 : 길이 230mm, 무게 795g, 제작국 러시아
● 재질 : 금속
● 참고문헌 : 육군 무기체계 50년 발전사, http://www.world.guns.ru/handguns/hg102-e.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0002.jpg","WMK"
"COMMT00003","구경 .45 권총 M1911A1","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00003","","20041018","20041110","","","20041019","","● 영문 : Colt .45 Caliber Semi-Automatic Pistol
● 시대 : 현대
● 유형 : 권총
● 제원 : 길이 219mm, 무게 1,140g, 제작국 미국 콜트 사(社)
● 재질 : 금속
● 참고문헌 : 육군 무기체계 50년 발전사, http://www.world.guns.ru/handguns/hg04-e.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0003.jpg","WMK"
"COMMT00004","구경 5.56밀리 소총 M16A1","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00004","","20041018","20041110","","","20041019","","● 영문 : 5.56mm Caliber M16A1 Automatic Assault Rifle
● 시대 : 현대
● 유형 : 소총
● 제원 : 전체 길이 990mm, 무게 3.18kg, 생산국 미국
● 재질 : 금속, 합성수지
● 참고문헌 : 육군 무기체계 50년 발전사","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0004.jpg","WMK"
"COMMT00005","구경 6.5밀리 소총 명치 30년식","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00005","","20041018","20041110","","","20041019","","● 한문 : 明治三十年式小銃
● 시대 : 현대
● 유형 : 소총
● 제원 : 전체 길이 127.5cm, 무게 3.85kg, 제작국 북한
● 재질 : 금속, 목재
● 참고문헌 : 육군 무기체계 50년 발전사, http://www.horae.dti.ne.jp/~fuwe1a","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0005.jpg","WMK"
"COMMT00006","구경 6.5밀리 소총 명치 38년식","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00006","","20041018","20041110","","","20041019","","● 한문 : 明治三十八年式小銃
● 시대 : 현대
● 유형 : 소총
● 제원 : 전체 길이 127.7cm, 무게 3.95kg, 생산국 일본
● 재질 : 금속, 목재
● 참고문헌 : 육군 무기체계 50년 발전사, http://www.horae.dti.ne.jp/~fuwe1a","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0006.jpg","WMK"
"COMMT00007","구경 7.7밀리 소총 99식","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00007","","20041018","20041110","","","20041019","","● 한문 : 九十九式小銃
● 시대 : 현대
● 유형 : 소총
● 제원 : 전체 길이 128.1cm, 무게 3.2kg, 생산국 일본
● 재질 : 금속, 목재
● 참고문헌 : 육군 무기체계 50년 발전사, http://www.horae.dti.ne.jp/~fuwe1a","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0007.jpg","WMK"
"COMMT00008","구경 7.62밀리 소총 모신나강 장총","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00008","","20041018","20041110","","","20041019","","● 영문 : Mossin Nagant Rifle
● 시대 : 현대
● 유형 : 소총
● 제원 : 전체 길이 101.6cm, 무게 4.37kg, 생산국 러시아
● 재질 : 금속, 목재
● 참고문헌 : 육군 무기체계 50년 발전사, Small arms of the World, http://www.tirito.com.ar/Venta/ArmasLargas/ArmasLargas.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0008.jpg","WMK"
"COMMT00009","구경 .30 기관총 M1919A4 브라우닝","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00009","","20041018","20041110","20040908","","20041019","","● 영문 : M1919A4 .30 Caliber Air Cooled Machine Gun
● 시대 : 현대
● 유형 : 기관총
● 제원 : 전체 길이 104.1cm, 무게 18.5kg, 생산국 미국 브로우닝사(社)
● 재질 : 금속
● 참고문헌 : 육군 무기체계 50년 발전사, http://www.rt66.com/~korteng/SmallArms/30cala6.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0009.jpg","WMK"
"COMMT00010","90밀리 고사포(高射砲) M1","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00010","","20041018","20041110","20040915","","20041019","","● 영문 : 90mm Anti-Motor-Torpedo-Boat(AMTB) Gun
● 시대 : 현대
● 유형 : 대포
● 제원 : 전체 길이 : 2,350cm, 무게 : 360kg, 제작국 미국
● 재질 : 금속
● 참고문헌 : 육군 무기체계 50년 발전사, http://www.geocities.com/fort_tilden/amtb.html","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0010.jpg","WMK"
"COMMT00011","무성화랑무공훈장 수여증","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00011","","20041018","20041110","20040915","","20041019","","● 시대 : 현대
● 유형 : 수여증
● 제원 : 가로 길이 90mm, 세로 길이 60mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁의 영웅들","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0011.jpg","WMK"
"COMMT00012","6.25사변 종군기장 수여증(제25562호)","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00012","","20041018","20041110","20040915","","20041019","","● 한문 : 從軍記章受與證
● 시대 : 현대
● 유형 : 증서
● 제원 : 가로 길이 9.5mm, 세로 길이 6.6mm, 증서 번호 제25562호, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁의 영웅들","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0012.jpg","WMK"
"COMMT00013","공비토벌기장 수여증 (제1542호)","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00013","","20041018","20041110","20040915","","20041019","","● 시대 : 현대
● 유형 : 수여증
● 제원 : 가로 길이 9.5mm, 세로 길이 6.6mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁의 영웅들","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0013.jpg","WMK"
"COMMT00014","피난민 증명서","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00014","","20041018","20041110","20040915","","20041019","","● 시대 : 현대
● 유형 : 증명서
● 제원 : 가로 길이 140mm, 세로 길이 110mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제5권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0014.jpg","WMK"
"COMMT00015","상이기장 수여증(傷痍記章授輿證書)","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00015","","20041018","20041110","20040915","","20041019","","● 시대 : 현대
● 유형 : 수여증
● 제원 : 가로 길이 9.5mm, 세로 길이 6.6mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁의 영웅들","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0015.jpg","WMK"
"COMMT00016","북한군에 대한 투항권고 전단:선량한인민군들이여","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00016","","20041018","20041110","20040915","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제3권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0016.jpg","WMK"
"COMMT00017","대통령수장 수여증(大統領綬章 授與證)","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00017","","20041018","20041110","20040915","","20041019","","● 시대 : 현대
● 유형 : 수여증
● 제원 : 가로 길이 9.5mm, 세로 길이 6.6mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁의 영웅들","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0017.jpg","WMK"
"COMMT00018","전투보병휘장 수여증(戰鬪步兵徽章授與證)","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00018","","20041018","20041110","20040915","","20041019","","● 한문 : 戰鬪步兵徽章授與證
● 시대 : 현대
● 유형 : 증서
● 제원 : 가로 길이 9.5mm, 세로 길이 6.6mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁의 영웅들","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0018.jpg","WMK"
"COMMT00019","공비토벌기장 수여증 (제625호)","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00019","","20041018","20041110","20040915","","20041019","","● 시대 : 현대
● 유형 : 수여증
● 제원 : 가로 길이 9.5mm, 세로 길이 6.6mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁의 영웅들","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0019.jpg","WMK"
"COMMT00020","진중수첩(陣中手帖)","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00020","","20041018","20041110","20040915","","20041019","","● 한문 : 陣中手帖
● 시대 : 현대
● 유형 : 필기구
● 제원 : 가로 길이 85mm, 세로 길이 110mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁의 영웅들","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0020.jpg","WMK"
"COMMT00021","학도의용대 신분증명서","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00021","","20041018","20041110","20040915","","20041019","","● 시대 : 현대
● 유형 : 증명서
● 제원 : 가로 길이 85mm, 세로 길이 110mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제3권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0021.jpg","WMK"
"COMMT00022","구경 7.92밀리 소총 M88 한만식(漢卍式)","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00022","","20041018","20041110","20040915","","20041019","","● 영문 : 漢陽八八式 小銃
● 시대 : 현대
● 유형 : 소총
● 제원 : 길이 109mm, 무게 4.3kg, 제작국 중국
● 재질 : 금속, 목재
● 참고문헌 : 육군 무기체계 50년 발전사","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0022.jpg","WMK"
"COMMT00023","6.25전쟁 당시압박붕대","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00023","","20041018","20041110","20041004","","20041019","","● 시대 : 현대
● 유형 : 간병 용품
● 제원 : 가로 길이 70mm, 세로 길이 45mm, 제작국 미국
● 재질 : 무명
● 참고문헌 : 한국전쟁사 제3권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0023.jpg","WMK"
"COMMT00024","진중 비망록","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00024","","20041018","20041110","20041004","","20041019","","● 시대 : 현대
● 유형 : 필기구
● 제원 : 가로 길이 112mm, 세로 길이 163mm, 제작국 미국
● 재질 : 종이
● 참고문헌 : 한국전쟁의 영웅들","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0024.jpg","WMK"
"COMMT00025","수첩 병무소집 수료자에게 고함","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00025","","20041018","20041110","20041004","","20041019","","● 시대 : 현대
● 유형 : 증명서
● 제원 : 가로 길이 105mm, 세로 길이 77mm, 제작국 대한민국국
● 재질 : 종이
● 참고문헌 : 한국전쟁의 영웅들","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0025.jpg","WMK"
"COMMT00026","은성충무무공훈장 수여증(銀星忠武武功勳章授輿證)","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00026","","20041018","20041110","20040915","","20041019","","● 시대 : 현대
● 유형 : 수여증
● 제원 : 가로 길이 9.5mm, 세로 길이 7.7mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁의 영웅들","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0026.jpg","WMK"
"COMMT00027","중공군 전단(中共軍 傳單)","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00027","","20041018","20041110","20040915","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 95mm, 세로 길이 77mm, 제작국 중공
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제5권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0027.jpg","WMK"
"COMMT00028","6.25전쟁당시 수통/수통컵/수통피","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00028","","20041018","20041110","20040915","","20041019","","● 시대 : 현대
● 유형 : 군수 개인용품
● 제원 : 길이 130mm(수통), 270mm(수통피), 제작국 미국
● 재질 : 금속, 합성 섬유
● 참고문헌 : 한국전쟁사 제3권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0028.jpg","WMK"
"COMMT00029","여자의용군 상의","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00029","","20041018","20041110","20041004","","20041019","","● 시대 : 현대
● 유형 : 군수 개인용품
● 제원 : 길이 110cm, 허리춤 길이 63cm, 소매 길이43cm, 제작국 대한민국
● 재질 : 모직, 합성 섬유
● 참고문헌 : 한국전쟁사 제6권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0029.jpg","WMK"
"COMMT00030","북한군에 대한 투항권고 전단","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00030","","20041018","20041110","","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0030.jpg","WMK"
"COMMT00031","구경.38 스미스 앤드 웨슨 권총(특수형)","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00031","","20041018","20041110","","","20041019","","● 영문 : Smith&Wesson Chiefs Special 40
● 시대 : 현대
● 유형 : 권총
● 제원 : 길이 236mm, 무게 1.0kg, 제작국 미국 스미스앤드웨슨 사(社)
● 재질 : 금속
● 참고문헌 : 육군 무기체계 50년 발전사, http://www.world.guns.ru/handguns/hg03-e.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0031.jpg","WMK"
"COMMT00032","필리핀 철모/파이버(fiber)","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00032","","20041018","20041110","20040915","","20041019","","● 시대 : 현대
● 유형 : 병사 개인 지급 용품
● 제원 : 둘레 42cm, 무게 2.5kg
● 재질 : 금속, 합성 수지
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0032.jpg","WMK"
"COMMT00033","필리핀 전차병 철모","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00033","","20041018","20041110","20040915","","20041019","","● 시대 : 현대
● 유형 : 병사 개인 지급 용품
● 제원 : 둘레 28cm, 무게 1.9kg
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0033.jpg","WMK"
"COMMT00034","벨기에 공로 훈장","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00034","","20041018","20041110","20041004","","20041019","","● 시대 : 현대
● 유형 : 훈장
● 제원 : 표장 지름 37mm, 수 길이 40mm, 제작국 벨기에
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0034.jpg","WMK"
"COMMT00035","국군수첩(國軍手帖)","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00035","","20041018","20041110","20041004","","20041019","","● 시대 : 현대
● 유형 : 필기구
● 제원 : 가로 길이 80mm, 세로 길이 125mm, 제작국 대한민국
● 재질 : 종이, 목면
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0035.jpg","WMK"
"COMMT00036","구경 .30 카빈소총 M1","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00036","","20041018","20041110","","","20041019","","● 영문 : M1 Carbine Rifle
● 시대 : 현대
● 유형 : 소총
● 제원 : 전체 길이 904mm, 무게 2.45kg, 생산국 미국 사(社)
● 재질 : 금속, 목재
● 참고문헌 : 육군 무기체계 50년 발전사, http://world.guns.ru/rifle/rfl08-e.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0036.jpg","WMK"
"COMMT00037","구경 5.56밀리 기관단총 K1A","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00037","","20041018","20041110","","","20041019","","● 영문 : Daewoo K1A Assault Rifle
● 시대 : 현대
● 유형 : 소총
● 제원 : 전체 길이 883mm(개머리판을 폈을 때), 무게 2.87kg, 생산국 대한민국
● 재질 : 금속
● 참고문헌 : 육군 무기체계 50년 발전사, http://world.guns.ru/assault/as32-e.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0037.jpg","WMK"
"COMMT00038","북한전단:원쑤들에게천백배의피값을받아내자","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00038","","20041018","20041110","20040908","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 158mm, 세로 길이 145mm, 제작국 북한
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제6권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0038.jpg","WMK"
"COMMT00039","구경 57밀리 무반동총 M18A1","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00039","","20041018","20041110","20040908","","20041019","","● 영문 : M18A1 57mm Recoilless Rifle
● 시대 : 현대
● 유형 : 무반동총
● 제원 : 전체 길이 1,524mm, 무게 20.38kg, 생산국 미국
● 재질 : 금속
● 참고문헌 : 육군 무기체계 50년 발전사, http://www.rt66.com/~korteng/SmallArms/arms.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0039.jpg","WMK"
"COMMT00040","3.5인치 로켓발사기 KM20A1B","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00040","","20041018","20041110","20040915","","20041019","","● 영문 : 3.5in Caliver Rocket Launcher KM20A1B
● 시대 : 현대
● 유형 : 로켓발사기
● 제원 : 전체 길이 1,524mm, 무게 6.3kg, 생산국 미국
● 재질 : 금속
● 참고문헌 : 육군 무기체계 50년 발전사, http://www.rt66.com/~korteng/SmallArms/arms.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0040.jpg","WMK"
"COMMT00041","구경 40밀리 유탄발사기 M79","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00041","","20041018","20041110","","","20041019","","● 영문 : M79 grenade launcher
● 시대 : 현대
● 유형 : 유탄발사기
● 제원 : 전체 길이 179mm, 무게 2.7kg, 생산국 미국
● 재질 : 금속
● 참고문헌 : 육군 무기체계 50년 발전사, http://www.fas.org/man/dod-101/sys/land/m79.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0041.jpg","WMK"
"COMMT00042","구경 9밀리 기관단총 MAT-49","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00042","","20041018","20041110","","","20041019","","● 영문 : MAT-49 submachine gun
● 시대 : 현대
● 유형 : 소총
● 제원 : 전체 길이 660mm(개머리판을 폈을 때), 무게 3.6kg, 생산국 프랑스
● 재질 : 금속
● 참고문헌 : 육군 무기체계 50년 발전사, http://www.world.guns.ru/smg/smg44-e.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0042.jpg","WMK"
"COMMT00043","전사통지서(戰死通知書) : 金水榮 하사","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00043","","20041018","20041110","20041004","","20041019","","● 시대 : 현대
● 유형 : 통지서
● 제원 : 가로 길이 150mm, 세로 길이 196mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁의 영웅들","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0043.jpg","WMK"
"COMMT00044","120밀리 박격포(迫擊砲)","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00044","","20041018","20041110","20040915","","20041019","","● 영문 : 120mm Mortar
● 시대 : 현대
● 유형 : 박격포
● 제원 : 포열 지름 120mm, 생산국 소련, 중국
● 재질 : 금속
● 참고문헌 : Weapon and Tactics of the Soviet Army , http://www.rt66.com/~korteng/SmallArms/mortarch.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0044.jpg","WMK"
"COMMT00045","6.25전쟁당시 수통","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00045","","20041018","20041110","","","20041019","","● 시대 : 현대
● 유형 : 병사 개인 지급 용품
● 제원 : 가로 길이 125mm, 세로 길이 190mm, 제작국 미국
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0045.jpg","WMK"
"COMMT00046","용문산전투지역 대검/대검집","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00046","","20041018","20041110","20040915","","20041019","","● 시대 : 현대
● 유형 : 병사 개인 지급 용품
● 제원 : 대검 길이 310mm, 대검집 길이 210mm, 제작국 미국
● 재질 : 금속, 합성 섬유
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0046.jpg","WMK"
"COMMT00047","유선통","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00047","","20041018","20041110","20041004","","20041019","","● 시대 : 현대
● 유형 : 군수 용품
● 제원 : 지름 486mm, 높이 185mm, 제작국 미국
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0047.jpg","WMK"
"COMMT00048","무쇠 밥솥","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00048","","20041018","20041110","20041004","","20041019","","● 시대 : 현대
● 유형 : 식기
● 제원 : 지름 595mm, 높이 260mm
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0048.jpg","WMK"
"COMMT00049","탄통","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00049","","20041018","20041110","20041004","","20041019","","● 시대 : 현대
● 유형 : 군수 용품
● 제원 : 가로 길이 260mm, 세로 길이 90mm, 높이 193mm
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0049.jpg","WMK"
"COMMT00050","중공군 야전삽","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00050","","20041018","20041110","20041004","","20041019","","● 시대 : 현대
● 유형 : 병사 지급 용품
● 제원 : 손잡이 길이 1,400mm, 삽날 너비 200mm, 제작국 중공
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0050.jpg","WMK"
