주키 값,대표제목,대체제목,작성자,편찬자,발신자,주제,자료유형,식별자,발행자,발행일,생성일,갱신일,원자료 발행일,원자료 생성일,사건 발생일,초록,목차정보,파일형식,부분자료,의존자료,단위,파일경로,메타데이터센터명
"COMMT00143","전투기 F-80","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00143","","20041018","20041110","","","20041019","","● 영문 : F-80 Fighting & Bomber
● 시대 : 현대
● 유형 : 항공기
● 제원 : 날개 길이 11.85m, 동체 길이 10.52m, 높이 3.45m, 무게 7635.77kg, 제작국 미국
● 재질 : 금속
● 참고문헌 : 한국전쟁사 제1권http://www.wpafb.af.mil/museum/air_power/ap37.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0143.jpg","WMK"
"COMMT00144","타이거여단 편성/배치/계획/통계/상황도표 등 20매","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00144","","20041018","20041110","20040915","","20041019","","● 시대 : 현대
● 유형 : 문서
● 제원 : 가로 길이 818mm, 세로 길이 825mm, 쪽수 20쪽
● 재질 : 종이
● 참고문헌 : 한국 전쟁사 제5권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0144.jpg","WMK"
"COMMT00145","쌍안경(雙眼鏡)/가죽케이스","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00145","","20041018","20041110","20040915","","20041019","","● 영문 : Binocular Telescope & Case
● 시대 : 현대
● 유형 : 쌍안경/케이스
● 제원 : 가로 길이 215mm(쌍안경), 세로 길이 75mm(쌍안경), 접물렌즈 지름 75mm, 접안렌즈 지름 25mm, 생산국 일본
● 재질 : 합성 수지, 유리
● 참고문헌 : 한국 전쟁사 제5권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0145.jpg","WMK"
"COMMT00146","지도 : 정전협정 제2권","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00146","","20041018","20041110","20040915","","20041019","","● 시대 : 현대
● 유형 : 지도
● 제원 : 가로 길이 558mm, 세로 길이 723mm, 쪽수 22쪽
● 재질 : 종이
● 참고문헌 : 한국 전쟁사 제5권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0146.jpg","WMK"
"COMMT00147","북한군 107연대 지도","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00147","","20041018","20041110","20040915","","20041019","","● 영문 : DPRK's 107 regiment map
● 시대 : 현대
● 유형 : 지도
● 제원 : 가로 길이 178cm, 세로 길이 118cm, 축적 1 : 50,000, 제작 연도 1949년, 제작국 조선 인민군 총참모부
● 재질 : 종이
● 참고문헌 : 한국 전쟁사 제5권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0147.jpg","WMK"
"COMMT00148","YMS 소해정","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00148","","20041018","20041110","20040915","","20041019","","● 영문 : Motor Mine Seeper YMS 481
● 시대 : 현대
● 유형 : 군함
● 제원 : 전체 길이 41.45m, 너비 7.46m, 최대 흘수 1.85m, 제작국 미국
● 재질 : 금속
● 참고문헌 : http://www.ussyms425.com/","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0148.jpg","WMK"
"COMMT00149","구경 7.62밀리 덱타레브 기관총 DPM","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00149","","20041018","20041110","20040908","","20041019","","● 영문 : DPM 7.62mm Ruchnoy Pulemyot Light Machine Gun
● 시대 : 현대
● 유형 : 기관총
● 제원 : 전체 길이 1,265mm, 총열 길이 605mm, 무게 12.2Kg, 제작국 소련
● 재질 : 금속, 목재
● 참고문헌 : Weapon and Tactics of the Soviet Army, http://www.rt66.com/~Korteng/SmallArms/dpm.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0149.jpg","WMK"
"COMMT00150","구경.45 기관단총 M3 W/E","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00150","","20041018","20041110","20040915","","20041019","","● 영문 : .45 Caliver Submachine Gun M3 W/E
● 시대 : 현대
● 유형 : 경기관총
● 제원 : 전체 길이 756mm, 무게 3.7kg, 강선 4조 우선, 제작국 미국
● 재질 : 금속
● 참고문헌 : Small arms of the World","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0150.jpg","WMK"
"COMMT00151","전단(공산군) : ""리승만을 위해 싸운 결과는 이렇다.""","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00151","","20041018","20041110","20040915","","20041019","","● 영문 : Leaflet
● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 북한
● 재질 : 종이
● 참고문헌 : 한국 전쟁사 제3권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0151.jpg","WMK"
"COMMT00152","구경.45 기관단총 M3","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00152","","20041018","20041110","","","20041019","","● 영문 : .45 Caliver Submachine Gun M3
● 시대 : 현대
● 유형 : 경기관총
● 제원 : 전체 길이 757mm(개머리판을 폈을 때), 579mm(개머리판을 접었을 때), 총열 길이 203mm, 무게 3.47kg, 제작국 미국
● 재질 : 금속
● 참고문헌 : Small arms of the World","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0152.jpg","WMK"
"COMMT00153","구경.45 기관단총 M3A1","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00153","","20041018","20041110","","","20041019","","● 영문 : .45 Caliver Submachine Gun M3A1
● 시대 : 현대
● 유형 : 경기관총
● 제원 : 전체 길이 757mm(개머리판을 폈을 때), 579mm(개머리판을 접었을 때), 총열 길이 : 203mm, 무게 3.47kg, 제작국 미국
● 재질 : 금속
● 참고문헌 : http://www.rt66.com/~korteng/SmallArms/grease.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0153.jpg","WMK"
"COMMT00154","구경.30 자동소총 M1918A2","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00154","","20041018","20041110","","","20041019","","● 영문 : M1918A2 Browning Automatic Rifle
● 시대 : 현대
● 유형 : 소총
● 제원 : 전체 길이 : 1,219mm, 총열 길이 610mm, 무게 7.28 kg, 제작국 미국
● 재질 : 금속
● 참고문헌 : http://www.rt66.com/~korteng/SmallArms/browning.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0154.jpg","WMK"
"COMMT00155","구경 9밀리 브라우닝 권총 FN MK1","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00155","","20041018","20041110","","","20041019","","● 영문 : 9mm Browning FN MK1 Automatic Pistol FN No2 Mk1
● 시대 : 현대
● 유형 : 권총
● 제원 : 전체 길이 197mm, 총열 길이 118mm, 무게 900g, 제작국 벨기에
● 재질 : 금속
● 참고문헌 : Small arms of the World","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0155.jpg","WMK"
"COMMT00156","구경 27밀리 신호용 권총","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00156","","20041018","20041110","20040915","","20041019","","● 시대 : 현대
● 유형 : 권총
● 제원 : 전체 길이 230mm, 총열 길이 218mm, 무게 870g, 제작국 소련
● 재질 : 금속
● 참고문헌 : 한국 전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0156.jpg","WMK"
"COMMT00157","전단:안전통행증/명령","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00157","","20041018","20041110","20040915","","20041019","","● 영문 : Leaflet
● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국 전쟁사 제3권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0157.jpg","WMK"
"COMMT00158","침투간첩 야전삽","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00158","","20041018","20041110","20040915","","20041019","","● 영문 : Shovel
● 시대 : 현대
● 유형 : 삽
● 제원 : 길이 49.5cm, 무게 약 1.8kg
● 재질 : 금속, 목재
● 참고문헌 : 한국 전쟁사 제7권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0158.jpg","WMK"
"COMMT00159","철모 : 6.25당시","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00159","","20041018","20041110","20040915","","20041019","","● 영문 : Steel Helmet
● 시대 : 현대
● 유형 : 철모
● 제원 : 둘레 길이 350mm, 제작국 미국
● 재질 : 금속
● 참고문헌 : 한국 전쟁사 제5권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0159.jpg","WMK"
"COMMT00160","전단(공산군): ""윤노리 합시다고 하던그녀자의생각은""","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00160","","20041018","20041110","20040915","","20041019","","● 영문 : Leaflet
● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 북한
● 재질 : 종이
● 참고문헌 : 한국 전쟁사 제3권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0160.jpg","WMK"
"COMMT00161","철모 (상단구멍) : 6.25당시","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00161","","20041018","20041110","20040915","","20041019","","● 영문 : Steel Helmet
● 시대 : 현대
● 유형 : 철모
● 제원 : 둘레 길이 350mm, 제작국 미국
● 재질 : 금속
● 참고문헌 : 한국 전쟁사 제5권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0161.jpg","WMK"
"COMMT00162","구경 7.5밀리 소총 MAS-36","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00162","","20041018","20041110","20040908","","20041019","","● 영문 : Manufacture d'Armes de Saint-Etienne(MAS)-36 Submachnie Gun
● 시대 : 현대
● 유형 : 경기관총
● 제원 : 전체 길이 710mm, 총열 길이 465mm, 무게 3.6kg, 제작국 프랑스
● 재질 : 금속, 목재
● 참고문헌 : 한국전쟁사 제1권, http://home.comcast.net/~americanfirearmpage/MAS36.htm","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0162.jpg","WMK"
"COMMT00163","전단(공산군) : “당신의 아들과 남편을 죽음에서 구원하라！”","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00163","","20041018","20041110","","","20041019","","● 영문 : Leaflet
● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 북한
● 재질 : 종이
● 참고문헌 : 한국 전쟁사 제3권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0163.jpg","WMK"
"COMMT00164","전단 : ""미국 놈은 조선 민족의 흉악한 원수이다""","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00164","","20041018","20041110","20040915","","20041019","","● 영문 : Leaflet
● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 북한
● 재질 : 종이
● 참고문헌 : 한국 전쟁사 제3권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0164.jpg","WMK"
"COMMT00165","3.5인치 로켓발사기 M20A1K","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00165","","20041018","20041110","20040915","","20041019","","● 영문 : 3.5in Caliver Rocket Launcher M20A1K
● 시대 : 현대
● 유형 : 로켓발사기
● 제원 : 전체 길이 1,524mm, 무게 6.3kg, 제작국 미국
● 재질 : 금속
● 참고문헌 : 육군 무기체계 50년 발전사","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0165.jpg","WMK"
"COMMT00166","3.5인치 로켓발사기 M20A1","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00166","","20041018","20041110","20040915","","20041019","","● 영문 : 3.5in Caliver Rocket Launcher M20A1
● 시대 : 현대
● 유형 : 로켓발사기
● 제원 : 전체 길이 1,524mm, 무게 6.3kg, 제작국 미국
● 재질 : 금속
● 참고문헌 : 육군 무기체계 50년 발전사","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0166.jpg","WMK"
"COMMT00167","1/4톤 지프 J-601","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00167","","20041018","20041110","","","20041019","","● 영문 : 1/4ton Jeep J-601
● 시대 : 현대
● 유형 : 군용 차량
● 제원 : 가로 길이 1.59m, 세로 길이 3.33m, 높이 1.85m, 무게 1,230kg, 제작국 일본
● 재질 : 금속
● 참고문헌 : 육군 무기체계 50년 발전사","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0167.jpg","WMK"
"COMMT00168","2 1/2톤 J-603 카고 트럭","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00168","","20041018","20041110","","","20041019","","● 영문 : 3/2 ton J-603 Truck
● 시대 : 현대
● 유형 : 군용 차량
● 제원 : 가로 길이 5.1m, 세로 길이 2.1m, 높이 2.25m, 무게 2,770kg, 제작국 미국
● 재질 : 금속
● 참고문헌 : 육군 무기체계 50년 발전사","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0168.jpg","WMK"
"COMMT00169","3/4톤 카고 트럭 J-602","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00169","","20041018","20041110","","","20041019","","● 영문 : 3/4 ton J-602 Truck
● 시대 : 현대
● 유형 : 전투 차량
● 제원 : 가로 길이 6.81m, 세로 길이 2.26m, 높이 2.79m, 무게 3,800, 제작국 미국
● 재질 : 금속
● 참고문헌 : 육군 무기체계 50년 발전사","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0169.jpg","WMK"
"COMMT00170","6.25전쟁당시 아군발행 전단 : 유엔쪽으로 넘어오라","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00170","","20041018","20041110","","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0170.jpg","WMK"
"COMMT00171","6.25전쟁당시 아군발행 전단 : 북한의 철도는 공공이 지배한다","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00171","","20041018","20041110","","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0171.jpg","WMK"
"COMMT00172","6.25전쟁당시 아군발행 전단 : 안전보장","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00172","","20041018","20041110","","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0172.jpg","WMK"
"COMMT00173","6.25전쟁당시 아군발행 전단 : 한시조 한피 한민족","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00173","","20041018","20041110","","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0173.jpg","WMK"
"COMMT00174","6.25전쟁당시 아군발행 전단 : 이래도 김일성을위하여 싸우겠는가","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00174","","20041018","20041110","","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0174.jpg","WMK"
"COMMT00175","6.25전쟁당시 아군발행 전단 : 그대들의 옛동지들은 부른다","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00175","","20041018","20041110","","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0175.jpg","WMK"
"COMMT00176","6.25전쟁당시 아군발행 전단 : 중추원 분외명….","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00176","","20041018","20041110","","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0176.jpg","WMK"
"COMMT00177","6.25전쟁당시 아군발행 전단 : 생각해보라","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00177","","20041018","20041110","","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0177.jpg","WMK"
"COMMT00178","6.25전쟁당시 아군발행 전단 : 대한민국국군은 조국을지키는강철같은군대다","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00178","","20041018","20041110","","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0178.jpg","WMK"
"COMMT00179","6.25전쟁당시 아군발행 전단 : 귀향방법","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00179","","20041018","20041110","","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0179.jpg","WMK"
"COMMT00180","6.25전쟁당시 아군발행 전단 : 옛동지들이여","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00180","","20041018","20041110","","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0180.jpg","WMK"
"COMMT00181","6.25전쟁당시 아군발행 전단 : 인민군 45사단 90년대동지들이여","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00181","","20041018","20041110","20040916","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0181.jpg","WMK"
"COMMT00182","6.25전쟁당시 아군발행 전단 : 동무 나는 공산두목 김일성을…..","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00182","","20041018","20041110","20041004","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0182.jpg","WMK"
"COMMT00183","6.25전쟁당시 아군발행 전단 : 조국을 팔아먹는 북한괴뢰정부","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00183","","20041018","20041110","20040916","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0183.jpg","WMK"
"COMMT00184","6.25전쟁당시 아군발행 전단 : 일이 심하여 점점 몸이 쇠약해지는것은","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00184","","20041018","20041110","20040916","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0184.jpg","WMK"
"COMMT00185","6.25전쟁당시 아군발행 전단 : 중국 제요건","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00185","","20041018","20041110","","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0185.jpg","WMK"
"COMMT00186","6.25전쟁당시 아군발행 전단 : 귀향증","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00186","","20041018","20041110","","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0186.jpg","WMK"
"COMMT00187","6.25전쟁당시 아군발행 전단 : 포고…..","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00187","","20041018","20041110","","","20041019","","● 영문 : Leaflet
● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0187.jpg","WMK"
"COMMT00188","6.25전쟁당시 아군발행 전단 : 무모한저항은그만두고 구향하라","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00188","","20041018","20041110","","","20041019","","● 영문 : Leaflet
● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 126~278mm, 세로 길이 123~200mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국 전쟁사 제3권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0188.jpg","WMK"
"COMMT00189","6.25전쟁당시 아군발행 전단 : 이네 동지를 본받으라","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00189","","20041018","20041110","","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 268mm, 세로 길이 120mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0189.jpg","WMK"
"COMMT00190","6.25전쟁당시 아군발행 전단 : 북한동포에게 경고함","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00190","","20041018","20041110","","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 226mm, 세로 길이 183mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0190.jpg","WMK"
"COMMT00191","6.25전쟁당시 아군발행 전단 : 중공군은 그대들을 미개한 민족으로 안다","","전쟁기념관","전쟁기념관","","WMKCOMMT","text","http://www.warmemo.co.kr/view.php?type=1%38pkey=COMMT00191","","20041018","20041110","20040916","","20041019","","● 시대 : 현대
● 유형 : 전단
● 제원 : 가로 길이 236mm, 세로 길이 203mm, 제작국 대한민국
● 재질 : 종이
● 참고문헌 : 한국전쟁사 제1권","","text/xml","","","2","http://opendata.mnd.go.kr/warhstr/warmemoimage/COMMT/0191.jpg","WMK"
